crafted_assorted/0,unsat,12.51,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/0
generated_concat_1var_4occ/0,unsat,0.03,../../result_files/20251204_135311_ind-ben/list/generated_concat_1var_4occ/0
generated_concat_1var_10occ/0,unsat,3.30,../../result_files/20251204_135311_ind-ben/list/generated_concat_1var_10occ/0
generated_concat_1var_3occ/0,unsat,3.15,../../result_files/20251204_135311_ind-ben/list/generated_concat_1var_3occ/0
generated_concat_1var_5occ/0,unsat,3.14,../../result_files/20251204_135311_ind-ben/list/generated_concat_1var_5occ/0
generated_concat_1var_6occ/0,unsat,3.21,../../result_files/20251204_135311_ind-ben/list/generated_concat_1var_6occ/0
generated_concat_2var_4occ/0,unsat,0.02,../../result_files/20251204_135311_ind-ben/list/generated_concat_2var_4occ/0
generated_concat_1var_7occ/0,unsat,3.28,../../result_files/20251204_135311_ind-ben/list/generated_concat_1var_7occ/0
generated_concat_3var_3occ/0,unsat,0.02,../../result_files/20251204_135311_ind-ben/list/generated_concat_3var_3occ/0
generated_concat_1var_8occ/0,unsat,3.25,../../result_files/20251204_135311_ind-ben/list/generated_concat_1var_8occ/0
generated_pref_1var_1_2occ/0,unsat,0.24,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_1_2occ/0
generated_pref_1var_1_3occ/0,unsat,0.22,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_1_3occ/0
generated_concat_1var_9occ/0,unsat,3.24,../../result_files/20251204_135311_ind-ben/list/generated_concat_1var_9occ/0
generated_pref_1var_1_5occ/0,unsat,0.23,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_1_5occ/0
generated_pref_1var_2_3occ/0,unsat,0.22,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_2_3occ/0
generated_pref_1var_2_4occ/0,unsat,0.25,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_2_4occ/0
generated_pref_1var_2_5occ/0,unsat,0.22,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_2_5occ/0
generated_pref_1var_1_4occ/0,unsat,3.17,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_1_4occ/0
generated_pref_1var_2_6occ/0,unsat,0.33,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_2_6occ/0
generated_pref_1var_3_3occ/0,unsat,3.19,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_3_3occ/0
generated_pref_1var_3_4occ/0,unsat,3.16,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_3_4occ/0
generated_pref_1var_3_5occ/0,unsat,3.19,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_3_5occ/0
generated_pref_1var_3_6occ/0,unsat,3.19,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_3_6occ/0
generated_pref_1var_4_4occ/0,unsat,3.13,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_4_4occ/0
generated_pref_1var_3_7occ/0,unsat,3.19,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_3_7occ/0
generated_pref_1var_4_5occ/0,unsat,3.12,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_4_5occ/0
generated_pref_1var_4_7occ/0,unsat,0.22,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_4_7occ/0
generated_pref_1var_4_6occ/0,unsat,3.19,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_4_6occ/0
generated_pref_1var_4_8occ/0,unsat,3.16,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_4_8occ/0
generated_pref_1var_5_5occ/0,unsat,3.17,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_5_5occ/0
generated_pref_1var_5_7occ/0,unsat,3.20,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_5_7occ/0
generated_pref_1var_5_6occ/0,unsat,3.20,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_5_6occ/0
crafted_add_assoc_3var/0,unsat,0.02,../../result_files/20251204_135311_ind-ben/nat/crafted_add_assoc_3var/0
generated_pref_2var_1_2occ/0,unsat,0.22,../../result_files/20251204_135311_ind-ben/list/generated_pref_2var_1_2occ/0
crafted_add_comm/0,unsat,0.23,../../result_files/20251204_135311_ind-ben/nat/crafted_add_comm/0
generated_pref_1var_5_8occ/0,unsat,3.21,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_5_8occ/0
crafted_add_comm_with_id/0,unsat,0.22,../../result_files/20251204_135311_ind-ben/nat/crafted_add_comm_with_id/0
crafted_equal/0,unsat,0.22,../../result_files/20251204_135311_ind-ben/nat/crafted_equal/0
generated_pref_1var_5_9occ/0,unsat,3.18,../../result_files/20251204_135311_ind-ben/list/generated_pref_1var_5_9occ/0
crafted_dup/0,unsat,2.08,../../result_files/20251204_135311_ind-ben/nat/crafted_dup/0
crafted_even/0,unsat,7.41,../../result_files/20251204_135311_ind-ben/nat/crafted_even/0
crafted_mul_comm/0,unsat,0.40,../../result_files/20251204_135311_ind-ben/nat/crafted_mul_comm/0
crafted_mul_assoc_1var_3occ/0,unsat,8.06,../../result_files/20251204_135311_ind-ben/nat/crafted_mul_assoc_1var_3occ/0
crafted_mul_distributvity/0,unsat,7.85,../../result_files/20251204_135311_ind-ben/nat/crafted_mul_distributvity/0
generated_add_12sym/0,unsat,9.55,../../result_files/20251204_135311_ind-ben/nat/generated_add_12sym/0
generated_add_15sym/0,unsat,15.53,../../result_files/20251204_135311_ind-ben/nat/generated_add_15sym/0
generated_add_1var_10occ/0,unsat,3.30,../../result_files/20251204_135311_ind-ben/nat/generated_add_1var_10occ/0
generated_add_1var_3occ/0,unsat,0.04,../../result_files/20251204_135311_ind-ben/nat/generated_add_1var_3occ/0
generated_add_1var_5occ/0,unsat,0.25,../../result_files/20251204_135311_ind-ben/nat/generated_add_1var_5occ/0
generated_add_1var_6occ/0,unsat,0.25,../../result_files/20251204_135311_ind-ben/nat/generated_add_1var_6occ/0
generated_add_1var_7occ/0,unsat,0.23,../../result_files/20251204_135311_ind-ben/nat/generated_add_1var_7occ/0
generated_add_1var_8occ/0,unsat,0.24,../../result_files/20251204_135311_ind-ben/nat/generated_add_1var_8occ/0
generated_add_1var_9occ/0,unsat,3.28,../../result_files/20251204_135311_ind-ben/nat/generated_add_1var_9occ/0
crafted_mul_assoc_3var/0,unsat,77.18,../../result_files/20251204_135311_ind-ben/nat/crafted_mul_assoc_3var/0
generated_add_2var_3occ/0,unsat,0.42,../../result_files/20251204_135311_ind-ben/nat/generated_add_2var_3occ/0
generated_add_2var_4occ/0,unsat,0.23,../../result_files/20251204_135311_ind-ben/nat/generated_add_2var_4occ/0
generated_add_2var_5occ/0,unsat,0.05,../../result_files/20251204_135311_ind-ben/nat/generated_add_2var_5occ/0
generated_add_18sym/0,unsat,76.32,../../result_files/20251204_135311_ind-ben/nat/generated_add_18sym/0
generated_add_2var_6occ/0,unsat,19.65,../../result_files/20251204_135311_ind-ben/nat/generated_add_2var_6occ/0
generated_add_3sym/0,unsat,0.23,../../result_files/20251204_135311_ind-ben/nat/generated_add_3sym/0
generated_add_3var_3occ/0,unsat,0.23,../../result_files/20251204_135311_ind-ben/nat/generated_add_3var_3occ/0
generated_add_3var_4occ/0,unsat,0.23,../../result_files/20251204_135311_ind-ben/nat/generated_add_3var_4occ/0
generated_add_21sym/0,unsat,100.02,../../result_files/20251204_135311_ind-ben/nat/generated_add_21sym/0
crafted_reverse_expressions/0,unsat,201.88,../../result_files/20251204_135311_ind-ben/list/crafted_reverse_expressions/0
generated_add_3var_5occ/0,unsat,19.60,../../result_files/20251204_135311_ind-ben/nat/generated_add_3var_5occ/0
generated_add_27sym/0,unsat,85.49,../../result_files/20251204_135311_ind-ben/nat/generated_add_27sym/0
generated_add_4var_4occ/0,unsat,0.24,../../result_files/20251204_135311_ind-ben/nat/generated_add_4var_4occ/0
generated_add_4var_5occ/0,unsat,3.47,../../result_files/20251204_135311_ind-ben/nat/generated_add_4var_5occ/0
generated_add_5var_5occ/0,unsat,0.42,../../result_files/20251204_135311_ind-ben/nat/generated_add_5var_5occ/0
generated_add_6sym/0,unsat,0.22,../../result_files/20251204_135311_ind-ben/nat/generated_add_6sym/0
generated_add_2var_7occ/0,unsat,89.75,../../result_files/20251204_135311_ind-ben/nat/generated_add_2var_7occ/0
generated_add_9sym/0,unsat,0.24,../../result_files/20251204_135311_ind-ben/nat/generated_add_9sym/0
generated_add_30sym/0,unsat,85.22,../../result_files/20251204_135311_ind-ben/nat/generated_add_30sym/0
generated_leq_1var_1_1occ/0,unsat,0.22,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_1_1occ/0
generated_leq_1var_1_2occ/0,unsat,0.23,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_1_2occ/0
generated_leq_1var_1_3occ/0,unsat,0.22,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_1_3occ/0
generated_leq_1var_1_5occ/0,unsat,0.22,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_1_5occ/0
generated_leq_1var_2_3occ/0,unsat,0.22,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_2_3occ/0
generated_leq_1var_1_4occ/0,unsat,3.18,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_1_4occ/0
generated_leq_1var_2_4occ/0,unsat,3.16,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_2_4occ/0
generated_leq_1var_2_5occ/0,unsat,3.18,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_2_5occ/0
generated_leq_1var_2_6occ/0,unsat,3.16,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_2_6occ/0
generated_leq_1var_3_3occ/0,unsat,3.14,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_3_3occ/0
generated_leq_1var_3_4occ/0,unsat,3.16,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_3_4occ/0
generated_leq_1var_3_5occ/0,unsat,3.03,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_3_5occ/0
generated_leq_1var_3_6occ/0,unsat,3.19,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_3_6occ/0
generated_leq_1var_3_7occ/0,unsat,3.14,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_3_7occ/0
generated_leq_1var_4_5occ/0,unsat,0.22,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_4_5occ/0
generated_leq_1var_4_4occ/0,unsat,3.19,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_4_4occ/0
generated_leq_1var_4_6occ/0,unsat,3.20,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_4_6occ/0
generated_leq_1var_4_7occ/0,unsat,3.20,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_4_7occ/0
generated_leq_1var_4_8occ/0,unsat,3.18,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_4_8occ/0
generated_leq_1var_5_7occ/0,unsat,0.22,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_5_7occ/0
generated_add_24sym/0,unsat,170.14,../../result_files/20251204_135311_ind-ben/nat/generated_add_24sym/0
generated_leq_1var_5_5occ/0,unsat,3.19,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_5_5occ/0
generated_leq_1var_5_6occ/0,unsat,3.19,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_5_6occ/0
generated_leq_1var_5_9occ/0,unsat,0.24,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_5_9occ/0
generated_leq_2var_1_2occ/0,unsat,0.22,../../result_files/20251204_135311_ind-ben/nat/generated_leq_2var_1_2occ/0
generated_leq_1var_5_8occ/0,unsat,3.20,../../result_files/20251204_135311_ind-ben/nat/generated_leq_1var_5_8occ/0
crafted_flatten0_flatten2/0,unsat,2.25,../../result_files/20251204_135311_ind-ben/tree/crafted_flatten0_flatten2/0
crafted_flatten0_rotate_5var/0,unsat,3.19,../../result_files/20251204_135311_ind-ben/tree/crafted_flatten0_rotate_5var/0
generated_add_3var_7occ/0,unsat,78.23,../../result_files/20251204_135311_ind-ben/nat/generated_add_3var_7occ/0
generated_add_4var_7occ/0,unsat,80.24,../../result_files/20251204_135311_ind-ben/nat/generated_add_4var_7occ/0
crafted_rotate/0,unsat,3.29,../../result_files/20251204_135311_ind-ben/tree/crafted_rotate/0
generated_add_5var_7occ/0,unsat,75.30,../../result_files/20251204_135311_ind-ben/nat/generated_add_5var_7occ/0
generated_add_4var_6occ/0,unsat,113.68,../../result_files/20251204_135311_ind-ben/nat/generated_add_4var_6occ/0
generated_add_5var_6occ/0,unsat,103.23,../../result_files/20251204_135311_ind-ben/nat/generated_add_5var_6occ/0
crafted_flatten0_rotate_3var/0,unsat,73.07,../../result_files/20251204_135311_ind-ben/tree/crafted_flatten0_rotate_3var/0
generated_add_3var_6occ/0,unsat,197.63,../../result_files/20251204_135311_ind-ben/nat/generated_add_3var_6occ/0
crafted_mirror/0,,623.53,../../result_files/20251204_135311_ind-ben/tree/crafted_mirror/0
crafted_assorted/1,unsat,0.22,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/1
crafted_equal/1,unsat,8.21,../../result_files/20251204_135311_ind-ben/nat/crafted_equal/1
crafted_mul_distributvity/1,unsat,0.31,../../result_files/20251204_135311_ind-ben/nat/crafted_mul_distributvity/1
crafted_reverse_expressions/1,unsat,89.85,../../result_files/20251204_135311_ind-ben/list/crafted_reverse_expressions/1
crafted_rotate/1,unsat,247.25,../../result_files/20251204_135311_ind-ben/tree/crafted_rotate/1
crafted_mirror/1,,546.18,../../result_files/20251204_135311_ind-ben/tree/crafted_mirror/1
crafted_even/1,,1200.21,../../result_files/20251204_135311_ind-ben/nat/crafted_even/1
crafted_assorted/10,unsat,3.78,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/10
crafted_rotate/10,,1007.50,../../result_files/20251204_135311_ind-ben/tree/crafted_rotate/10
crafted_assorted/11,unsat,55.98,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/11
crafted_rotate/11,,512.01,../../result_files/20251204_135311_ind-ben/tree/crafted_rotate/11
crafted_assorted/12,unsat,192.24,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/12
crafted_assorted/13,unsat,5.40,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/13
crafted_assorted/14,unsat,240.42,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/14
crafted_assorted/15,,738.22,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/15
crafted_assorted/16,unsat,0.70,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/16
crafted_assorted/17,,475.39,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/17
crafted_assorted/18,,819.71,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/18
crafted_assorted/19,,304.15,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/19
crafted_reverse_expressions/2,unsat,2.20,../../result_files/20251204_135311_ind-ben/list/crafted_reverse_expressions/2
crafted_equal/2,unsat,8.34,../../result_files/20251204_135311_ind-ben/nat/crafted_equal/2
crafted_mul_distributvity/2,unsat,73.20,../../result_files/20251204_135311_ind-ben/nat/crafted_mul_distributvity/2
crafted_even/2,unsat,189.29,../../result_files/20251204_135311_ind-ben/nat/crafted_even/2
crafted_rotate/2,unsat,3.24,../../result_files/20251204_135311_ind-ben/tree/crafted_rotate/2
crafted_assorted/2,,589.14,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/2
crafted_mirror/2,,1200.21,../../result_files/20251204_135311_ind-ben/tree/crafted_mirror/2
crafted_assorted/20,unsat,0.22,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/20
crafted_assorted/21,unsat,235.48,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/21
crafted_assorted/22,unsat,16.05,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/22
crafted_reverse_expressions/3,unsat,0.02,../../result_files/20251204_135311_ind-ben/list/crafted_reverse_expressions/3
crafted_equal/3,unsat,4.83,../../result_files/20251204_135311_ind-ben/nat/crafted_equal/3
crafted_rotate/3,unsat,3.33,../../result_files/20251204_135311_ind-ben/tree/crafted_rotate/3
crafted_assorted/3,,1046.81,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/3
crafted_mirror/3,,768.95,../../result_files/20251204_135311_ind-ben/tree/crafted_mirror/3
crafted_assorted/4,unsat,14.53,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/4
crafted_rotate/4,unsat,116.48,../../result_files/20251204_135311_ind-ben/tree/crafted_rotate/4
crafted_assorted/5,unsat,10.10,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/5
crafted_rotate/5,unsat,0.65,../../result_files/20251204_135311_ind-ben/tree/crafted_rotate/5
crafted_assorted/6,,325.74,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/6
crafted_rotate/6,unsat,129.46,../../result_files/20251204_135311_ind-ben/tree/crafted_rotate/6
crafted_assorted/7,unsat,37.48,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/7
crafted_rotate/7,unsat,0.66,../../result_files/20251204_135311_ind-ben/tree/crafted_rotate/7
crafted_rotate/8,unsat,109.07,../../result_files/20251204_135311_ind-ben/tree/crafted_rotate/8
crafted_assorted/8,,1200.16,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/8
crafted_rotate/9,unsat,75.86,../../result_files/20251204_135311_ind-ben/tree/crafted_rotate/9
crafted_assorted/9,,1200.17,../../result_files/20251204_135311_ind-ben/list/crafted_assorted/9
