dtt-leon/amortize-queue-goal11,unsat,0.04,../../result_files/20251204_121600_dtt/dtt-leon/amortize-queue-goal11
dtt-leon/amortize-queue-goal12,unsat,31.47,../../result_files/20251204_121600_dtt/dtt-leon/amortize-queue-goal12
dtt-leon/amortize-queue-goal13,,1200.17,../../result_files/20251204_121600_dtt/dtt-leon/amortize-queue-goal13
dtt-leon/amortize-queue-goal14,,1200.21,../../result_files/20251204_121600_dtt/dtt-leon/amortize-queue-goal14
dtt-leon/amortize-queue-goal15,,1200.20,../../result_files/20251204_121600_dtt/dtt-leon/amortize-queue-goal15
dtt-leon/amortize-queue-goal3,,1200.20,../../result_files/20251204_121600_dtt/dtt-leon/amortize-queue-goal3
dtt-leon/amortize-queue-goal4,unsat,0.02,../../result_files/20251204_121600_dtt/dtt-leon/amortize-queue-goal4
dtt-leon/amortize-queue-goal5,unsat,0.51,../../result_files/20251204_121600_dtt/dtt-leon/amortize-queue-goal5
dtt-leon/amortize-queue-goal6,,410.36,../../result_files/20251204_121600_dtt/dtt-leon/amortize-queue-goal6
dtt-leon/amortize-queue-goal7,,1200.21,../../result_files/20251204_121600_dtt/dtt-leon/amortize-queue-goal7
dtt-leon/amortize-queue-goal9,unsat,0.19,../../result_files/20251204_121600_dtt/dtt-leon/amortize-queue-goal9
dtt-leon/bsearch-tree-goal1,unsat,533.13,../../result_files/20251204_121600_dtt/dtt-leon/bsearch-tree-goal1
dtt-leon/bsearch-tree-goal10,,1200.12,../../result_files/20251204_121600_dtt/dtt-leon/bsearch-tree-goal10
dtt-leon/bsearch-tree-goal11,,563.18,../../result_files/20251204_121600_dtt/dtt-leon/bsearch-tree-goal11
dtt-leon/bsearch-tree-goal12,,1200.20,../../result_files/20251204_121600_dtt/dtt-leon/bsearch-tree-goal12
dtt-leon/bsearch-tree-goal13,unsat,0.06,../../result_files/20251204_121600_dtt/dtt-leon/bsearch-tree-goal13
dtt-leon/bsearch-tree-goal14,,1200.21,../../result_files/20251204_121600_dtt/dtt-leon/bsearch-tree-goal14
dtt-leon/bsearch-tree-goal15,,1200.22,../../result_files/20251204_121600_dtt/dtt-leon/bsearch-tree-goal15
dtt-leon/bsearch-tree-goal16,,591.46,../../result_files/20251204_121600_dtt/dtt-leon/bsearch-tree-goal16
dtt-leon/bsearch-tree-goal17,,1200.17,../../result_files/20251204_121600_dtt/dtt-leon/bsearch-tree-goal17
dtt-leon/bsearch-tree-goal18,,1200.19,../../result_files/20251204_121600_dtt/dtt-leon/bsearch-tree-goal18
dtt-leon/bsearch-tree-goal2,,1200.14,../../result_files/20251204_121600_dtt/dtt-leon/bsearch-tree-goal2
dtt-leon/bsearch-tree-goal3,,640.83,../../result_files/20251204_121600_dtt/dtt-leon/bsearch-tree-goal3
dtt-leon/bsearch-tree-goal4,,1200.21,../../result_files/20251204_121600_dtt/dtt-leon/bsearch-tree-goal4
dtt-leon/bsearch-tree-goal5,,758.96,../../result_files/20251204_121600_dtt/dtt-leon/bsearch-tree-goal5
dtt-leon/bsearch-tree-goal6,unsat,0.10,../../result_files/20251204_121600_dtt/dtt-leon/bsearch-tree-goal6
dtt-leon/bsearch-tree-goal7,,1200.16,../../result_files/20251204_121600_dtt/dtt-leon/bsearch-tree-goal7
dtt-leon/bsearch-tree-goal8,,497.18,../../result_files/20251204_121600_dtt/dtt-leon/bsearch-tree-goal8
dtt-leon/bsearch-tree-goal9,unsat,418.12,../../result_files/20251204_121600_dtt/dtt-leon/bsearch-tree-goal9
dtt-isa/goal1,,470.91,../../result_files/20251204_121600_dtt/dtt-isa/goal1
dtt-clam/goal10,unsat,168.14,../../result_files/20251204_121600_dtt/dtt-clam/goal10
dtt-clam/goal11,unsat,316.79,../../result_files/20251204_121600_dtt/dtt-clam/goal11
dtt-isa/goal11,unsat,0.02,../../result_files/20251204_121600_dtt/dtt-isa/goal11
dtt-clam/goal12,,879.61,../../result_files/20251204_121600_dtt/dtt-clam/goal12
dtt-isa/goal12,,1200.21,../../result_files/20251204_121600_dtt/dtt-isa/goal12
dtt-isa/goal13,unsat,0.03,../../result_files/20251204_121600_dtt/dtt-isa/goal13
dtt-isa/goal14,unsat,0.03,../../result_files/20251204_121600_dtt/dtt-isa/goal14
dtt-isa/goal15,unsat,0.03,../../result_files/20251204_121600_dtt/dtt-isa/goal15
dtt-isa/goal16,unsat,0.02,../../result_files/20251204_121600_dtt/dtt-isa/goal16
dtt-clam/goal17,unsat,154.45,../../result_files/20251204_121600_dtt/dtt-clam/goal17
dtt-clam/goal18,unsat,182.06,../../result_files/20251204_121600_dtt/dtt-clam/goal18
dtt-clam/goal19,unsat,171.49,../../result_files/20251204_121600_dtt/dtt-clam/goal19
dtt-isa/goal19,,752.87,../../result_files/20251204_121600_dtt/dtt-isa/goal19
dtt-clam/goal2,unsat,0.86,../../result_files/20251204_121600_dtt/dtt-clam/goal2
dtt-isa/goal2,unsat,567.65,../../result_files/20251204_121600_dtt/dtt-isa/goal2
dtt-clam/goal20,,1200.17,../../result_files/20251204_121600_dtt/dtt-clam/goal20
dtt-isa/goal20,unsat,105.47,../../result_files/20251204_121600_dtt/dtt-isa/goal20
dtt-clam/goal21,,1200.12,../../result_files/20251204_121600_dtt/dtt-clam/goal21
dtt-clam/goal22,unsat,99.79,../../result_files/20251204_121600_dtt/dtt-clam/goal22
dtt-clam/goal23,unsat,98.85,../../result_files/20251204_121600_dtt/dtt-clam/goal23
dtt-clam/goal25,unsat,363.39,../../result_files/20251204_121600_dtt/dtt-clam/goal25
